# This data can be accessed openly but users of the data are requested to acknowledge the Canadian Space Agency and the CANOPUS team in their publications.
# The following CANOPUS reference paper should also be cited: 
# Rostoker G. et al. (1993) CANOPUS - a ground-based instrument array for remote sensing the high latitude ionosphere during the ISTP/GGS program
# Site Lat Long yyyymmdd CoordSys Units no of records
 RANK 62.824 267.890 19860118 GEODETIC nT 15104
 
# Date(dd/mm/yyyy),time(hh:mi:ss),X,Y,Z,F=. if the data is valid anything else the data is suspect.
1986/01/18,08:43:26,99999.992,99999.992,99999.992,.
1986/01/18,08:43:31,99999.992,99999.992,99999.992,.
1986/01/18,08:43:36,99999.992,99999.992,99999.992,.
1986/01/18,08:43:41,99999.992,99999.992,99999.992,.
1986/01/18,08:43:46,99999.992,99999.992,99999.992,.
1986/01/18,08:43:51,99999.992,99999.992,99999.992,.
1986/01/18,08:43:56,99999.992,99999.992,99999.992,.
1986/01/18,08:44:01,99999.992,99999.992,99999.992,.
1986/01/18,08:44:06,99999.992,99999.992,99999.992,.
1986/01/18,08:44:11,99999.992,99999.992,99999.992,.
1986/01/18,08:44:16,99999.992,99999.992,99999.992,.
1986/01/18,08:44:21,99999.992,99999.992,99999.992,.
1986/01/18,08:44:26,99999.992,99999.992,99999.992,.
1986/01/18,08:44:31,99999.992,99999.992,99999.992,.
1986/01/18,08:44:36,99999.992,99999.992,99999.992,.
1986/01/18,08:44:41,99999.992,99999.992,99999.992,.
1986/01/18,08:44:46,99999.992,99999.992,99999.992,.
1986/01/18,08:44:51,99999.992,99999.992,99999.992,.
1986/01/18,08:44:56,99999.992,99999.992,99999.992,.
1986/01/18,08:45:01,99999.992,99999.992,99999.992,.
1986/01/18,08:45:06,99999.992,99999.992,99999.992,.
1986/01/18,08:45:11,99999.992,99999.992,99999.992,.
1986/01/18,08:45:16,99999.992,99999.992,99999.992,.
1986/01/18,08:45:21,99999.992,99999.992,99999.992,.
1986/01/18,08:45:26,99999.992,99999.992,99999.992,.
1986/01/18,08:45:31,99999.992,99999.992,99999.992,.
1986/01/18,08:45:36,99999.992,99999.992,99999.992,.
1986/01/18,08:45:41,99999.992,99999.992,99999.992,.
1986/01/18,08:45:46,99999.992,99999.992,99999.992,.
1986/01/18,08:45:51,99999.992,99999.992,99999.992,.
1986/01/18,08:45:56,99999.992,99999.992,99999.992,.
1986/01/18,08:46:01,99999.992,99999.992,99999.992,.
1986/01/18,08:46:06,99999.992,99999.992,99999.992,.
1986/01/18,08:46:11,99999.992,99999.992,99999.992,.
1986/01/18,08:46:16,99999.992,99999.992,99999.992,.
1986/01/18,08:46:21,99999.992,99999.992,99999.992,.
1986/01/18,08:46:26,99999.992,99999.992,99999.992,.
1986/01/18,08:46:31,99999.992,99999.992,99999.992,.
1986/01/18,08:46:36,99999.992,99999.992,99999.992,.
1986/01/18,08:46:41,99999.992,99999.992,99999.992,.
1986/01/18,08:46:46,99999.992,99999.992,99999.992,.
1986/01/18,08:46:51,99999.992,99999.992,99999.992,.
1986/01/18,08:46:56,99999.992,99999.992,99999.992,.
1986/01/18,08:47:01,99999.992,99999.992,99999.992,.
1986/01/18,08:47:06,99999.992,99999.992,99999.992,.
1986/01/18,08:47:11,99999.992,99999.992,99999.992,.
1986/01/18,08:47:16,99999.992,99999.992,99999.992,.
1986/01/18,08:47:21,99999.992,99999.992,99999.992,.
1986/01/18,08:47:26,99999.992,99999.992,99999.992,.
1986/01/18,08:47:31,99999.992,99999.992,99999.992,.
1986/01/18,08:47:36,99999.992,99999.992,99999.992,.
1986/01/18,08:47:41,99999.992,99999.992,99999.992,.
1986/01/18,08:47:46,99999.992,99999.992,99999.992,.
1986/01/18,08:47:51,99999.992,99999.992,99999.992,.
1986/01/18,08:47:56,99999.992,99999.992,99999.992,.
1986/01/18,08:48:01,99999.992,99999.992,99999.992,.
1986/01/18,08:48:06,99999.992,99999.992,99999.992,.
1986/01/18,08:48:11,99999.992,99999.992,99999.992,.
1986/01/18,08:48:16,99999.992,99999.992,99999.992,.
1986/01/18,08:48:21,99999.992,99999.992,99999.992,.
1986/01/18,08:48:26,99999.992,99999.992,99999.992,.
1986/01/18,08:48:31,99999.992,99999.992,99999.992,.
1986/01/18,08:48:36,99999.992,99999.992,99999.992,.
1986/01/18,08:48:41,99999.992,99999.992,99999.992,.
1986/01/18,08:48:46,99999.992,99999.992,99999.992,.
1986/01/18,08:48:51,99999.992,99999.992,99999.992,.
1986/01/18,08:48:56,99999.992,99999.992,99999.992,.
1986/01/18,08:49:01,99999.992,99999.992,99999.992,.
1986/01/18,08:49:06,99999.992,99999.992,99999.992,.
1986/01/18,08:49:11,99999.992,99999.992,99999.992,.
1986/01/18,08:49:16,99999.992,99999.992,99999.992,.
1986/01/18,08:49:21,99999.992,99999.992,99999.992,.
1986/01/18,08:49:26,99999.992,99999.992,99999.992,.
1986/01/18,08:49:31,99999.992,99999.992,99999.992,.
1986/01/18,08:49:36,99999.992,99999.992,99999.992,.
1986/01/18,08:49:41,99999.992,99999.992,99999.992,.
1986/01/18,08:49:46,99999.992,99999.992,99999.992,.
1986/01/18,08:49:51,99999.992,99999.992,99999.992,.
1986/01/18,08:49:56,99999.992,99999.992,99999.992,.
1986/01/18,08:50:01,99999.992,99999.992,99999.992,.
1986/01/18,08:50:06,99999.992,99999.992,99999.992,.
1986/01/18,08:50:11,99999.992,99999.992,99999.992,.
1986/01/18,08:50:16,99999.992,99999.992,99999.992,.
1986/01/18,08:50:21,99999.992,99999.992,99999.992,.
1986/01/18,08:50:26,99999.992,99999.992,99999.992,.
1986/01/18,08:50:31,99999.992,99999.992,99999.992,.
1986/01/18,08:50:36,99999.992,99999.992,99999.992,.
1986/01/18,08:50:41,99999.992,99999.992,99999.992,.
1986/01/18,08:50:46,99999.992,99999.992,99999.992,.
1986/01/18,08:50:51,99999.992,99999.992,99999.992,.
1986/01/18,08:50:56,99999.992,99999.992,99999.992,.
1986/01/18,08:51:01,99999.992,99999.992,99999.992,.
1986/01/18,08:51:06,99999.992,99999.992,99999.992,.
1986/01/18,08:51:11,99999.992,99999.992,99999.992,.
1986/01/18,08:51:16,99999.992,99999.992,99999.992,.
1986/01/18,08:51:21,99999.992,99999.992,99999.992,.
1986/01/18,08:51:26,99999.992,99999.992,99999.992,.
1986/01/18,08:51:31,99999.992,99999.992,99999.992,.
1986/01/18,08:51:36,99999.992,99999.992,99999.992,.
1986/01/18,08:51:41,99999.992,99999.992,99999.992,.
1986/01/18,08:51:46,99999.992,99999.992,99999.992,.
1986/01/18,08:51:51,99999.992,99999.992,99999.992,.
1986/01/18,08:51:56,99999.992,99999.992,99999.992,.
1986/01/18,08:52:01,99999.992,99999.992,99999.992,.
1986/01/18,08:52:06,99999.992,99999.992,99999.992,.
1986/01/18,08:52:11,99999.992,99999.992,99999.992,.
1986/01/18,08:52:16,99999.992,99999.992,99999.992,.
1986/01/18,08:52:21,99999.992,99999.992,99999.992,.
1986/01/18,08:52:26,99999.992,99999.992,99999.992,.
1986/01/18,08:52:31,99999.992,99999.992,99999.992,.
1986/01/18,08:52:36,99999.992,99999.992,99999.992,.
1986/01/18,08:52:41,99999.992,99999.992,99999.992,.
1986/01/18,08:52:46,99999.992,99999.992,99999.992,.
1986/01/18,08:52:51,99999.992,99999.992,99999.992,.
1986/01/18,08:52:56,99999.992,99999.992,99999.992,.
1986/01/18,08:53:01,99999.992,99999.992,99999.992,.
1986/01/18,08:53:06,99999.992,99999.992,99999.992,.
1986/01/18,08:53:11,99999.992,99999.992,99999.992,.
1986/01/18,08:53:16,99999.992,99999.992,99999.992,.
1986/01/18,08:53:21,99999.992,99999.992,99999.992,.
1986/01/18,08:53:26,99999.992,99999.992,99999.992,.
1986/01/18,08:53:31,99999.992,99999.992,99999.992,.
1986/01/18,08:53:36,99999.992,99999.992,99999.992,.
1986/01/18,08:53:41,99999.992,99999.992,99999.992,.
1986/01/18,08:53:46,99999.992,99999.992,99999.992,.
1986/01/18,08:53:51,99999.992,99999.992,99999.992,.
1986/01/18,08:53:56,99999.992,99999.992,99999.992,.
1986/01/18,08:54:01,99999.992,99999.992,99999.992,.
1986/01/18,08:54:06,99999.992,99999.992,99999.992,.
1986/01/18,08:54:11,99999.992,99999.992,99999.992,.
1986/01/18,08:54:16,99999.992,99999.992,99999.992,.
1986/01/18,08:54:21,99999.992,99999.992,99999.992,.
1986/01/18,08:54:26,99999.992,99999.992,99999.992,.
1986/01/18,08:54:31,99999.992,99999.992,99999.992,.
1986/01/18,08:54:36,99999.992,99999.992,99999.992,.
1986/01/18,08:54:41,99999.992,99999.992,99999.992,.
1986/01/18,08:54:46,99999.992,99999.992,99999.992,.
1986/01/18,08:54:51,99999.992,99999.992,99999.992,.
1986/01/18,08:54:56,99999.992,99999.992,99999.992,.
1986/01/18,08:55:01,99999.992,99999.992,99999.992,.
1986/01/18,08:55:06,99999.992,99999.992,99999.992,.
1986/01/18,08:55:11,99999.992,99999.992,99999.992,.
1986/01/18,08:55:16,99999.992,99999.992,99999.992,.
1986/01/18,08:55:21,99999.992,99999.992,99999.992,.
1986/01/18,08:55:26,99999.992,99999.992,99999.992,.
1986/01/18,08:55:31,99999.992,99999.992,99999.992,.
1986/01/18,08:55:36,99999.992,99999.992,99999.992,.
1986/01/18,08:55:41,99999.992,99999.992,99999.992,.
1986/01/18,08:55:46,99999.992,99999.992,99999.992,.
1986/01/18,08:55:51,99999.992,99999.992,99999.992,.
1986/01/18,08:55:56,99999.992,99999.992,99999.992,.
1986/01/18,08:56:01,99999.992,99999.992,99999.992,.
1986/01/18,08:56:06,99999.992,99999.992,99999.992,.
1986/01/18,08:56:11,99999.992,99999.992,99999.992,.
1986/01/18,08:56:16,99999.992,99999.992,99999.992,.
1986/01/18,08:56:21,99999.992,99999.992,99999.992,.
1986/01/18,08:56:26,99999.992,99999.992,99999.992,.
1986/01/18,08:56:31,99999.992,99999.992,99999.992,.
1986/01/18,08:56:36,99999.992,99999.992,99999.992,.
1986/01/18,08:56:41,99999.992,99999.992,99999.992,.
1986/01/18,08:56:46,99999.992,99999.992,99999.992,.
1986/01/18,08:56:51,99999.992,99999.992,99999.992,.
1986/01/18,08:56:56,99999.992,99999.992,99999.992,.
1986/01/18,08:57:01,99999.992,99999.992,99999.992,.
1986/01/18,08:57:06,99999.992,99999.992,99999.992,.
1986/01/18,08:57:11,99999.992,99999.992,99999.992,.
1986/01/18,08:57:16,99999.992,99999.992,99999.992,.
1986/01/18,08:57:21,99999.992,99999.992,99999.992,.
1986/01/18,08:57:26,99999.992,99999.992,99999.992,.
1986/01/18,08:57:31,99999.992,99999.992,99999.992,.
1986/01/18,08:57:36,99999.992,99999.992,99999.992,.
1986/01/18,08:57:41,99999.992,99999.992,99999.992,.
1986/01/18,08:57:46,99999.992,99999.992,99999.992,.
1986/01/18,08:57:51,99999.992,99999.992,99999.992,.
1986/01/18,08:57:56,99999.992,99999.992,99999.992,.
1986/01/18,08:58:01,99999.992,99999.992,99999.992,.
1986/01/18,08:58:06,99999.992,99999.992,99999.992,.
1986/01/18,08:58:11,99999.992,99999.992,99999.992,.
1986/01/18,08:58:16,99999.992,99999.992,99999.992,.
1986/01/18,08:58:21,99999.992,99999.992,99999.992,.
1986/01/18,08:58:26,99999.992,99999.992,99999.992,.
1986/01/18,08:58:31,99999.992,99999.992,99999.992,.
1986/01/18,08:58:36,99999.992,99999.992,99999.992,.
1986/01/18,08:58:41,99999.992,99999.992,99999.992,.
1986/01/18,08:58:46,99999.992,99999.992,99999.992,.
1986/01/18,08:58:51,99999.992,99999.992,99999.992,.
1986/01/18,08:58:56,99999.992,99999.992,99999.992,.
1986/01/18,08:59:01,99999.992,99999.992,99999.992,.
1986/01/18,08:59:06,99999.992,99999.992,99999.992,.
1986/01/18,08:59:11,99999.992,99999.992,99999.992,.
1986/01/18,08:59:16,99999.992,99999.992,99999.992,.
1986/01/18,08:59:21,99999.992,99999.992,99999.992,.
1986/01/18,08:59:26,99999.992,99999.992,99999.992,.
1986/01/18,08:59:31,99999.992,99999.992,99999.992,.
1986/01/18,08:59:36,99999.992,99999.992,99999.992,.
1986/01/18,08:59:41,99999.992,99999.992,99999.992,.
1986/01/18,08:59:46,99999.992,99999.992,99999.992,.
1986/01/18,08:59:51,99999.992,99999.992,99999.992,.
1986/01/18,08:59:56,99999.992,99999.992,99999.992,.
1986/01/18,09:00:01,99999.992,99999.992,99999.992,.
1986/01/18,09:00:06,99999.992,99999.992,99999.992,.
1986/01/18,09:00:11,99999.992,99999.992,99999.992,.
1986/01/18,09:00:16,99999.992,99999.992,99999.992,.
1986/01/18,09:00:21,99999.992,99999.992,99999.992,.
1986/01/18,09:00:26,99999.992,99999.992,99999.992,.
1986/01/18,09:00:31,99999.992,99999.992,99999.992,.
1986/01/18,09:00:36,99999.992,99999.992,99999.992,.
1986/01/18,09:00:41,99999.992,99999.992,99999.992,.
1986/01/18,09:00:46,99999.992,99999.992,99999.992,.
1986/01/18,09:00:51,99999.992,99999.992,99999.992,.
1986/01/18,09:00:56,99999.992,99999.992,99999.992,.
1986/01/18,09:01:01,99999.992,99999.992,99999.992,.
1986/01/18,09:01:06,99999.992,99999.992,99999.992,.
1986/01/18,09:01:11,99999.992,99999.992,99999.992,.
1986/01/18,09:01:16,99999.992,99999.992,99999.992,.
1986/01/18,09:01:21,99999.992,99999.992,99999.992,.
1986/01/18,09:01:26,99999.992,99999.992,99999.992,.
1986/01/18,09:01:31,99999.992,99999.992,99999.992,.
1986/01/18,09:01:36,99999.992,99999.992,99999.992,.
1986/01/18,09:01:41,99999.992,99999.992,99999.992,.
1986/01/18,09:01:46,99999.992,99999.992,99999.992,.
1986/01/18,09:01:51,99999.992,99999.992,99999.992,.
1986/01/18,09:01:56,99999.992,99999.992,99999.992,.
1986/01/18,09:02:01,99999.992,99999.992,99999.992,.
1986/01/18,09:02:06,99999.992,99999.992,99999.992,.
1986/01/18,09:02:11,99999.992,99999.992,99999.992,.
1986/01/18,09:02:16,99999.992,99999.992,99999.992,.
1986/01/18,09:02:21,99999.992,99999.992,99999.992,.
1986/01/18,09:02:26,99999.992,99999.992,99999.992,.
1986/01/18,09:02:31,99999.992,99999.992,99999.992,.
1986/01/18,09:02:36,99999.992,99999.992,99999.992,.
1986/01/18,09:02:41,99999.992,99999.992,99999.992,.
1986/01/18,09:02:46,99999.992,99999.992,99999.992,.
1986/01/18,09:02:51,99999.992,99999.992,99999.992,.
1986/01/18,09:02:56,99999.992,99999.992,99999.992,.
1986/01/18,09:03:01,99999.992,99999.992,99999.992,.
1986/01/18,09:03:06,99999.992,99999.992,99999.992,.
1986/01/18,09:03:11,99999.992,99999.992,99999.992,.
1986/01/18,09:03:16,99999.992,99999.992,99999.992,.
1986/01/18,09:03:21,99999.992,99999.992,99999.992,.
1986/01/18,09:03:26,99999.992,99999.992,99999.992,.
1986/01/18,09:03:31,99999.992,99999.992,99999.992,.
1986/01/18,09:03:36,99999.992,99999.992,99999.992,.
1986/01/18,09:03:41,99999.992,99999.992,99999.992,.
1986/01/18,09:03:46,99999.992,99999.992,99999.992,.
1986/01/18,09:03:51,99999.992,99999.992,99999.992,.
1986/01/18,09:03:56,99999.992,99999.992,99999.992,.
1986/01/18,09:04:01,99999.992,99999.992,99999.992,.
1986/01/18,09:04:06,99999.992,99999.992,99999.992,.
1986/01/18,09:04:11,99999.992,99999.992,99999.992,.
1986/01/18,09:04:16,99999.992,99999.992,99999.992,.
1986/01/18,09:04:21,99999.992,99999.992,99999.992,.
1986/01/18,09:04:26,99999.992,99999.992,99999.992,.
1986/01/18,09:04:31,99999.992,99999.992,99999.992,.
1986/01/18,09:04:36,99999.992,99999.992,99999.992,.
1986/01/18,09:04:41,99999.992,99999.992,99999.992,.
1986/01/18,09:04:46,99999.992,99999.992,99999.992,.
1986/01/18,09:04:51,99999.992,99999.992,99999.992,.
1986/01/18,09:04:56,99999.992,99999.992,99999.992,.
1986/01/18,09:05:01,99999.992,99999.992,99999.992,.
1986/01/18,09:05:06,99999.992,99999.992,99999.992,.
1986/01/18,09:05:11,99999.992,99999.992,99999.992,.
1986/01/18,09:05:16,99999.992,99999.992,99999.992,.
1986/01/18,09:05:21,99999.992,99999.992,99999.992,.
1986/01/18,09:05:26,99999.992,99999.992,99999.992,.
1986/01/18,09:05:31,99999.992,99999.992,99999.992,.
1986/01/18,09:05:36,99999.992,99999.992,99999.992,.
1986/01/18,09:05:41,99999.992,99999.992,99999.992,.
1986/01/18,09:05:46,99999.992,99999.992,99999.992,.
1986/01/18,09:05:51,99999.992,99999.992,99999.992,.
1986/01/18,09:05:56,99999.992,99999.992,99999.992,.
1986/01/18,09:06:01,99999.992,99999.992,99999.992,.
1986/01/18,09:06:06,99999.992,99999.992,99999.992,.
1986/01/18,09:06:11,99999.992,99999.992,99999.992,.
1986/01/18,09:06:16,99999.992,99999.992,99999.992,.
1986/01/18,09:06:21,99999.992,99999.992,99999.992,.
1986/01/18,09:06:26,99999.992,99999.992,99999.992,.
1986/01/18,09:06:31,99999.992,99999.992,99999.992,.
1986/01/18,09:06:36,99999.992,99999.992,99999.992,.
1986/01/18,09:06:41,99999.992,99999.992,99999.992,.
1986/01/18,09:06:46,99999.992,99999.992,99999.992,.
1986/01/18,09:06:51,99999.992,99999.992,99999.992,.
1986/01/18,09:06:56,99999.992,99999.992,99999.992,.
1986/01/18,09:07:01,99999.992,99999.992,99999.992,.
1986/01/18,09:07:06,99999.992,99999.992,99999.992,.
1986/01/18,09:07:11,99999.992,99999.992,99999.992,.
1986/01/18,09:07:16,99999.992,99999.992,99999.992,.
1986/01/18,09:07:21,99999.992,99999.992,99999.992,.
1986/01/18,09:07:26,99999.992,99999.992,99999.992,.
1986/01/18,09:07:31,99999.992,99999.992,99999.992,.
1986/01/18,09:07:36,99999.992,99999.992,99999.992,.
1986/01/18,09:07:41,99999.992,99999.992,99999.992,.
1986/01/18,09:07:46,99999.992,99999.992,99999.992,.
1986/01/18,09:07:51,99999.992,99999.992,99999.992,.
1986/01/18,09:07:56,99999.992,99999.992,99999.992,.
1986/01/18,09:08:01,99999.992,99999.992,99999.992,.
1986/01/18,09:08:06,99999.992,99999.992,99999.992,.
1986/01/18,09:08:11,99999.992,99999.992,99999.992,.
1986/01/18,09:08:16,99999.992,99999.992,99999.992,.
1986/01/18,09:08:21,99999.992,99999.992,99999.992,.
1986/01/18,09:08:26,99999.992,99999.992,99999.992,.
1986/01/18,09:08:31,99999.992,99999.992,99999.992,.
1986/01/18,09:08:36,99999.992,99999.992,99999.992,.
1986/01/18,09:08:41,99999.992,99999.992,99999.992,.
1986/01/18,09:08:46,99999.992,99999.992,99999.992,.
1986/01/18,09:08:51,99999.992,99999.992,99999.992,.
1986/01/18,09:08:56,99999.992,99999.992,99999.992,.
1986/01/18,09:09:01,99999.992,99999.992,99999.992,.
1986/01/18,09:09:06,99999.992,99999.992,99999.992,.
1986/01/18,09:09:11,99999.992,99999.992,99999.992,.
1986/01/18,09:09:16,99999.992,99999.992,99999.992,.
1986/01/18,09:09:21,99999.992,99999.992,99999.992,.
1986/01/18,09:09:26,99999.992,99999.992,99999.992,.
1986/01/18,09:09:31,99999.992,99999.992,99999.992,.
1986/01/18,09:09:36,99999.992,99999.992,99999.992,.
1986/01/18,09:09:41,99999.992,99999.992,99999.992,.
1986/01/18,09:09:46,99999.992,99999.992,99999.992,.
1986/01/18,09:09:51,99999.992,99999.992,99999.992,.
1986/01/18,09:09:56,99999.992,99999.992,99999.992,.
1986/01/18,09:10:01,99999.992,99999.992,99999.992,.
1986/01/18,09:10:06,99999.992,99999.992,99999.992,.
1986/01/18,09:10:11,99999.992,99999.992,99999.992,.
1986/01/18,09:10:16,99999.992,99999.992,99999.992,.
1986/01/18,09:10:21,99999.992,99999.992,99999.992,.
1986/01/18,09:10:26,99999.992,99999.992,99999.992,.
1986/01/18,09:10:31,99999.992,99999.992,99999.992,.
1986/01/18,09:10:36,99999.992,99999.992,99999.992,.
1986/01/18,09:10:41,99999.992,99999.992,99999.992,.
1986/01/18,09:10:46,99999.992,99999.992,99999.992,.
1986/01/18,09:10:51,99999.992,99999.992,99999.992,.
1986/01/18,09:10:56,99999.992,99999.992,99999.992,.
1986/01/18,09:11:01,99999.992,99999.992,99999.992,.
1986/01/18,09:11:06,99999.992,99999.992,99999.992,.
1986/01/18,09:11:11,99999.992,99999.992,99999.992,.
1986/01/18,09:11:16,99999.992,99999.992,99999.992,.
1986/01/18,09:11:21,99999.992,99999.992,99999.992,.
1986/01/18,09:11:26,99999.992,99999.992,99999.992,.
1986/01/18,09:11:31,99999.992,99999.992,99999.992,.
1986/01/18,09:11:36,99999.992,99999.992,99999.992,.
1986/01/18,09:11:41,99999.992,99999.992,99999.992,.
1986/01/18,09:11:46,99999.992,99999.992,99999.992,.
1986/01/18,09:11:51,99999.992,99999.992,99999.992,.
1986/01/18,09:11:56,99999.992,99999.992,99999.992,.
1986/01/18,09:12:01,99999.992,99999.992,99999.992,.
1986/01/18,09:12:06,99999.992,99999.992,99999.992,.
1986/01/18,09:12:11,99999.992,99999.992,99999.992,.
1986/01/18,09:12:16,99999.992,99999.992,99999.992,.
1986/01/18,09:12:21,99999.992,99999.992,99999.992,.
1986/01/18,09:12:26,99999.992,99999.992,99999.992,.
1986/01/18,09:12:31,99999.992,99999.992,99999.992,.
1986/01/18,09:12:36,99999.992,99999.992,99999.992,.
1986/01/18,09:12:41,99999.992,99999.992,99999.992,.
1986/01/18,09:12:46,99999.992,99999.992,99999.992,.
1986/01/18,09:12:51,99999.992,99999.992,99999.992,.
1986/01/18,09:12:56,99999.992,99999.992,99999.992,.
1986/01/18,09:13:01,99999.992,99999.992,99999.992,.
1986/01/18,09:13:06,99999.992,99999.992,99999.992,.
1986/01/18,09:13:11,99999.992,99999.992,99999.992,.
1986/01/18,09:13:16,99999.992,99999.992,99999.992,.
1986/01/18,09:13:21,99999.992,99999.992,99999.992,.
1986/01/18,09:13:26,99999.992,99999.992,99999.992,.
1986/01/18,09:13:31,99999.992,99999.992,99999.992,.
1986/01/18,09:13:36,99999.992,99999.992,99999.992,.
1986/01/18,09:13:41,99999.992,99999.992,99999.992,.
1986/01/18,09:13:46,99999.992,99999.992,99999.992,.
1986/01/18,09:13:51,99999.992,99999.992,99999.992,.
1986/01/18,09:13:56,99999.992,99999.992,99999.992,.
1986/01/18,09:14:01,99999.992,99999.992,99999.992,.
1986/01/18,09:14:06,99999.992,99999.992,99999.992,.
1986/01/18,09:14:11,99999.992,99999.992,99999.992,.
1986/01/18,09:14:16,99999.992,99999.992,99999.992,.
1986/01/18,09:14:21,99999.992,99999.992,99999.992,.
1986/01/18,09:14:26,99999.992,99999.992,99999.992,.
1986/01/18,09:14:31,99999.992,99999.992,99999.992,.
1986/01/18,09:14:36,99999.992,99999.992,99999.992,.
1986/01/18,09:14:41,99999.992,99999.992,99999.992,.
1986/01/18,09:14:46,99999.992,99999.992,99999.992,.
1986/01/18,09:14:51,99999.992,99999.992,99999.992,.
1986/01/18,09:14:56,99999.992,99999.992,99999.992,.
1986/01/18,09:15:01,99999.992,99999.992,99999.992,.
1986/01/18,09:15:06,99999.992,99999.992,99999.992,.
1986/01/18,09:15:11,99999.992,99999.992,99999.992,.
1986/01/18,09:15:16,99999.992,99999.992,99999.992,.
1986/01/18,09:15:21,99999.992,99999.992,99999.992,.
1986/01/18,09:15:26,99999.992,99999.992,99999.992,.
1986/01/18,09:15:31,99999.992,99999.992,99999.992,.
1986/01/18,09:15:36,99999.992,99999.992,99999.992,.
1986/01/18,09:15:41,99999.992,99999.992,99999.992,.
1986/01/18,09:15:46,99999.992,99999.992,99999.992,.
1986/01/18,09:15:51,99999.992,99999.992,99999.992,.
1986/01/18,09:15:56,99999.992,99999.992,99999.992,.
1986/01/18,09:16:01,99999.992,99999.992,99999.992,.
1986/01/18,09:16:06,99999.992,99999.992,99999.992,.
1986/01/18,09:16:11,99999.992,99999.992,99999.992,.
1986/01/18,09:16:16,99999.992,99999.992,99999.992,.
1986/01/18,09:16:21,99999.992,99999.992,99999.992,.
1986/01/18,09:16:26,99999.992,99999.992,99999.992,.
1986/01/18,09:16:31,99999.992,99999.992,99999.992,.
1986/01/18,09:16:36,99999.992,99999.992,99999.992,.
1986/01/18,09:16:41,99999.992,99999.992,99999.992,.
1986/01/18,09:16:46,99999.992,99999.992,99999.992,.
1986/01/18,09:16:51,99999.992,99999.992,99999.992,.
1986/01/18,09:16:56,99999.992,99999.992,99999.992,.
1986/01/18,09:17:01,99999.992,99999.992,99999.992,.
1986/01/18,09:17:06,99999.992,99999.992,99999.992,.
1986/01/18,09:17:11,99999.992,99999.992,99999.992,.
1986/01/18,09:17:16,99999.992,99999.992,99999.992,.
1986/01/18,09:17:21,99999.992,99999.992,99999.992,.
1986/01/18,09:17:26,99999.992,99999.992,99999.992,.
1986/01/18,09:17:31,99999.992,99999.992,99999.992,.
1986/01/18,09:17:36,99999.992,99999.992,99999.992,.
1986/01/18,09:17:41,99999.992,99999.992,99999.992,.
1986/01/18,09:17:46,99999.992,99999.992,99999.992,.
1986/01/18,09:17:51,99999.992,99999.992,99999.992,.
1986/01/18,09:17:56,99999.992,99999.992,99999.992,.
1986/01/18,09:18:01,99999.992,99999.992,99999.992,.
1986/01/18,09:18:06,99999.992,99999.992,99999.992,.
1986/01/18,09:18:11,99999.992,99999.992,99999.992,.
1986/01/18,09:18:16,99999.992,99999.992,99999.992,.
1986/01/18,09:18:21,99999.992,99999.992,99999.992,.
1986/01/18,09:18:26,99999.992,99999.992,99999.992,.
1986/01/18,09:18:31,99999.992,99999.992,99999.992,.
1986/01/18,09:18:36,99999.992,99999.992,99999.992,.
1986/01/18,09:18:41,99999.992,99999.992,99999.992,.
1986/01/18,09:18:46,99999.992,99999.992,99999.992,.
1986/01/18,09:18:51,99999.992,99999.992,99999.992,.
1986/01/18,09:18:56,99999.992,99999.992,99999.992,.
1986/01/18,09:19:01,99999.992,99999.992,99999.992,.
1986/01/18,09:19:06,99999.992,99999.992,99999.992,.
1986/01/18,09:19:11,99999.992,99999.992,99999.992,.
1986/01/18,09:19:16,99999.992,99999.992,99999.992,.
1986/01/18,09:19:21,99999.992,99999.992,99999.992,.
1986/01/18,09:19:26,99999.992,99999.992,99999.992,.
1986/01/18,09:19:31,99999.992,99999.992,99999.992,.
1986/01/18,09:19:36,99999.992,99999.992,99999.992,.
1986/01/18,09:19:41,99999.992,99999.992,99999.992,.
1986/01/18,09:19:46,99999.992,99999.992,99999.992,.
1986/01/18,09:19:51,99999.992,99999.992,99999.992,.
1986/01/18,09:19:56,99999.992,99999.992,99999.992,.
1986/01/18,09:20:01,99999.992,99999.992,99999.992,.
1986/01/18,09:20:06,99999.992,99999.992,99999.992,.
1986/01/18,09:20:11,99999.992,99999.992,99999.992,.
1986/01/18,09:20:16,99999.992,99999.992,99999.992,.
1986/01/18,09:20:21,99999.992,99999.992,99999.992,.
1986/01/18,09:20:26,99999.992,99999.992,99999.992,.
1986/01/18,09:20:31,99999.992,99999.992,99999.992,.
1986/01/18,09:20:36,99999.992,99999.992,99999.992,.
1986/01/18,09:20:41,99999.992,99999.992,99999.992,.
1986/01/18,09:20:46,99999.992,99999.992,99999.992,.
1986/01/18,09:20:51,99999.992,99999.992,99999.992,.
1986/01/18,09:20:56,99999.992,99999.992,99999.992,.
1986/01/18,09:21:01,99999.992,99999.992,99999.992,.
1986/01/18,09:21:06,99999.992,99999.992,99999.992,.
1986/01/18,09:21:11,99999.992,99999.992,99999.992,.
1986/01/18,09:21:16,99999.992,99999.992,99999.992,.
1986/01/18,09:21:21,99999.992,99999.992,99999.992,.
1986/01/18,09:21:26,99999.992,99999.992,99999.992,.
1986/01/18,09:21:31,99999.992,99999.992,99999.992,.
